Artist Name,Track Name
Various+Artists,First+Aid+Kit+-+Indie+Folk+Intro
Alison+May,Loved+/+Dark
The+Avett+Brothers,I+And+Love+And+You
The+Apache+Relay,Good+As+Gold
Puzzle+Muteson,By+Night
Run+River+North,Monsters+Calling+Home
Release+The+Sunbird,Road+To+Nowhere
The+Audreys,Small+Things
Alessi%27s+Ark,Tin+Smithing
Bahamas,Bitter+Memories
Brianna+Lea+Pruett,Shine+for+You
Odd+Hugo,Kissing+In+The+Falling+Rain
Frazey+Ford,September+Fields
Craig+Cardiff,Last+Love+Letter
Band+of+Horses,Slow+Cruel+Hands+Of+Time
"Allman+Brown,+Liz+Lawrence",Sons+and+Daughters
The+American+Spirit,Sons+&+Daughters
Angus+Stone,Broken+Brights
Bear%27s+Den,Elysium
Ben+Sollee,Letting+Go
Benjamin+Francis+Leftwich,In+the+Open
Blitzen+Trapper,Ever+Loved+Once
"Blood+Music,+First+Aid+Kit",Numbers+(One+Fine+Day)
Blue+Rose+Code,(This+Is+Not+A)+Love+Song
Blue+Roses,I+Am+Leaving
Bombadil,Reasons
Bombay+Bicycle+Club,How+Can+You+Swallow+So+Much+Sleep
Bon+Iver,Skinny+Love
Bowerbirds,Tuck+the+Darkness+In
Boy+&+Bear,End+of+the+Line
Califone,Movie+Music+Kills+A+Kiss
Cattle+&+Cane,I+Will+Rise
The+Cave+Singers,Northern+Lights
City+and+Colour,Un-Thinkable+-+I%27m+Ready
The+Civil+Wars,Tip+Of+My+Tongue+-+Live+at+Eddie%27s+Attic
Conner+Youngblood,The+Warpath
Conor+Linnie,Moths
Damien+Jurado,Museum+Of+Flight
Dawn+Landes,Bloodhound
Death+Vessel,Mercury+Dime
Delta+Rae,Bottom+Of+The+River
Delta+Spirit,Salt+in+the+Wound
Desert+Noises,Dime+in+My+Pocket
The+Devil+Makes+Three,Worse+Or+Better
Dry+the+River,Gethsemane
EDDI+FRONT,Gigantic
Edward+Sharpe+&+The+Magnetic+Zeros,Better+Days
Ellen+And+The+Escapades,This+Ace+I%27ve+Burned
Evening+Hymns,Dead+Deer
Fanfarlo,The+Walls+Are+Coming+Down
Feist,How+Come+You+Never+Go+There
Fleet+Foxes,White+Winter+Hymnal
Fossil+Collective,Let+It+Go
Frontier+Ruckus,Dark+Autumn+Hour
Glen+Hansard,Pennies+in+the+Fountain
Great+Lake+Swimmers,New+Wild+Everywhere
Gregory+Alan+Isakov,Amsterdam
The+Handsome+Family,Far+From+Any+Road
He&She,Can%27t+Stop+the+Rain
Horse+Feathers,A+Heart+Arcane
The+Hunts,Make+This+Leap
Hurray+For+The+Riff+Raff,Blue+Ridge+Mountain
Husky,History%27s+Door
I+Am+Oak,On+Trees+And+Birds+And+Fire
Iron+&+Wine,Winter+Prayers
Isaac+De+Heer,Summer
Isbells,Falling+In+And+Out
Ivan+&+Alyosha,Don%27t+Wanna+Die+Anymore+-+Live+at+Spotify+House
James+Apollo,Blessed+or+Bust
James+Vincent+McMorrow,We+Don%27t+Eat
Jamie+N+Commons,Wade+In+The+Water+-+Live+At+Spotify+House
Jens+Carelius,Into+The+Fog
"Jerry+Douglas,+Mumford+&+Sons,+Paul+Simon",The+Boxer+feat.+Mumford+&+Sons+and+Paul+Simon
Jesca+Hoop,Tulip+(Undressed)
Joe+Banfi,Nomads
Johnny+Flynn,Fol-De-Rol
Johnnyswim,Don%27t+Let+It+Get+You+Down
Joshua+Burnside,Black+Dog+Sin
Justin+Vernon+of+Bon+Iver,Bruised+Orange+(Chain+of+Sorrow)
Kim+Janssen,Pierpont+For+The+Beauty
Kings+of+Convenience,I+Don%27t+Know+What+I+Can+Save+You+From
LAISH,Warm+the+Wind
"Langhorne+Slim,+The+Law",The+Way+We+Move
My+Morning+Jacket,This+Land+Is+Your+Land
Laura+Stevenson,Runner
Laura+Veirs,Sun+Song
The+Last+Bison,Inheritance
The+Leisure+Society,The+Sober+Scent+of+Paper
Lily+&+Madeleine,Devil+We+Know
Boats,Shallows
Lisa+Hannigan,"Safe+Travels,+(Don%27t+Die)"
Lissie,I+Don%27t+Wanna+Go+to+Work
Little+Green+Cars,My+Love+Took+Me+Down+to+the+River+to+Silence+Me
Little+Wings,Look+at+What+the+Light+Did+Now
Local+Natives,You+&+I+-+Live+from+Spotify+Stockholm
Loch+Lomond,Wax+&+Wire
Lo-Fang,#88
Look+Homeward,Mercy
Lord+Huron,I+Will+Be+Back+One+Day
The+Low+Anthem,Charlie+Darwin
Mandolin+Orange,Until+The+Last+Light+Fades
Marcus+Foster,Worn+Down+By+Time
Matt+Corby,Resolution
Matt+Costa,Songs+We+Sing
Matthew+And+The+Atlas,I+Followed+Fires
Matt+the+Electrician,I+Will+Do+The+Breathing
Megafaun,The+Longest+Day
The+Melodic,On+My+Way
The+Middle+East,The+Darkest+Side
Mighty+Oaks,Just+One+Day
Misophone,Swan%27s+Road
Moddi,House+By+The+Sea
Monsters+Of+Folk,Ahead+Of+The+Curve
Mother+Falcon,Marigold
Mountain+Man,Soft+Skin
Mumford+&+Sons,Babel
The+New+Spring,The+Glow
Noah+And+The+Whale,5+Years+Time
Novo+Amor,From+Gold
Of+Monsters+and+Men,Mountain+Sound
Old+Crow+Medicine+Show,Wagon+Wheel
Angel+Olsen,Lights+Out
Okkervil+River,The+Valley
"Or,+The+Whale",Call+and+Response
"Oscar+Isaac,+Marcus+Mumford",Fare+Thee+Well+(Dink%27s+Song)
Over+The+Rhine,Sacred+Ground
The+Paper+Kites,St.+Clarity
Parker+Millsap,Old+Time+Religion
Passenger,All+the+Little+Lights
Patrick+James,Carry+On
Patrick+Watson,Big+Bird+in+a+Small+Cage
Paula+&+Karol,July
Pearly+Gate+Music,Daddy+Wrote+You+Letters
Peter+and+the+Wolf,Chemistry+Set
Peter+Bradley+Adams,The+Longer+I+Run
Pete+Roe,Bellina
Pharis+&+Jason+Romero,Come+On+Home
Quiet+Corral,Send+the+Line
Radical+Face,Holy+Branches
Ray+LaMontagne,Jolene
Roadkill+Ghost+Choir,Beggars%27+Guild
Robert+Francis,It+First+Occurred+to+Me
The+Rosebuds,Nice+Fox
Rosie+Catalano,In+The+Dark
The+Ruffled+Feathers,All+My+Cities
"Ryan+Adams,+Kim+Richey",Come+Pick+Me+Up
Said+The+Whale,Out+on+the+Shield
Scott+Matthews,The+Man+Who+Had+Everything+(Acoustic+Version)
Scowlin+Owl,These+Strange+Companions
Seabear,IÇll+Build+You+A+Fire
Sea+Wolf,Bergamot+Morning
The+Sea+The+Sea,Love+We+Are+We+Love
Seryn,Ivory+Black
Shawn+James,The+Wanderer
The+Show+Ponies,Gone
Simone+Felice,New+York+Times
Siskiyou,Twigs+And+Stones
Slow+Club,When+I+Go
"Snow+Patrol,+Martha+Wainwright",Set+The+Fire+To+The+Third+Bar
Sons+Of+The+East,Come+Away
Sunparlour+Players,Runner
St.+Paul+de+Vence,Pink+Wine
Streets+of+Laredo,Need+A+Little+Help
Thao+&+The+Get+Down+Stay+Down,We+the+Common+(For+Valerie+Bolden)
The+Tallest+Man+On+Earth,Troubles+Will+Be+Gone
Timber+Timbre,Demon+Host
Timberwolf,Into+the+Cold
Tin+Sparrow,For+You
Tired+Pony,All+Things+All+At+Once
Torpus+&+the+Art+Directors,"Known,+Seen,+Judged"
Town+of+Saints,Euphrates
Trampled+By+Turtles,Wait+So+Long+(Live)
Trent+Dabbs,The+Way+We+Look+at+Horses
Tristan+Prettyman,Quit+You
Twin+Forks,Something+We+Just+Know
Two+Gallants,Despite+What+You%27ve+Been+Told
Ukulele+Clan+Band,The+Sun
The+Vespers,Better+Now
Volcano+Choir,Byegone
Vudu+Sister,Daughter+of+the+Woods
Wake+Owl,Gold
Wild+Child,Victim+To+Charm
Winter+People,Wishingbone
The+Wilderness+of+Manitoba,The+Ark+(Delaware+House+Version)
Willy+Mason,What+Is+This
Wye+Oak,Civilian
The+Young+Folk,Way+Home
